stepCount, stepTime,meanA,varA,meanB,varB,meanC,varC,meanD,varD,reaction
8892,0.000100813793908235,12.18,279.5276,92.4,2361.46,10.23,151.7971,91.84,2323.7944,3 
8893,5.7142710127838E-05,12.17,278.4611,92.41,2360.2219,10.23,151.7971,91.84,2323.7944,1 
8894,0.00131874656529065,12.16,278.4544,92.42,2360.5036,10.23,151.7971,91.84,2323.7944,1 
8895,0.000187433884998969,12.15,278.5475,92.43,2361.3651,10.23,151.7971,91.84,2323.7944,1 
8896,6.02512776329951E-06,12.15,278.5475,92.43,2361.3651,10.22,151.5516,91.85,2322.7875,3 
8897,0.00122032673698485,12.15,278.5475,92.43,2361.3651,10.21,151.7059,91.86,2323.5004,3 
8898,0.000876822957051356,12.14,278.5004,92.44,2361.5464,10.21,151.7059,91.86,2323.5004,1 
8899,0.000198816801555963,12.13,278.4931,92.45,2362.0675,10.21,151.7059,91.86,2323.5004,1 
8900,0.000184789462267598,12.12,278.5856,92.46,2361.4284,10.21,151.7059,91.86,2323.5004,1 
8901,9.72801042171199E-05,12.11,278.4379,92.47,2361.5891,10.21,151.7059,91.86,2323.5004,1 
8902,6.68535108880415E-05,12.12,278.3856,92.46,2362.0284,10.21,151.7059,91.86,2323.5004,2 
8903,0.000501352409644627,12.11,278.2379,92.47,2361.1691,10.21,151.7059,91.86,2323.5004,1 
8904,0.000124567926855638,12.1,278.41,92.48,2362.0696,10.21,151.7059,91.86,2323.5004,1 
8905,0.000271988540285913,12.09,278.5419,92.49,2362.9499,10.21,151.7059,91.86,2323.5004,1 
8906,0.000364064225250538,12.08,277.4936,92.5,2361.73,10.21,151.7059,91.86,2323.5004,1 
8907,0.000401312718430934,12.07,277.2851,92.51,2361.4699,10.21,151.7059,91.86,2323.5004,1 
8908,7.67571586228071E-05,12.06,276.7364,92.52,2360.9096,10.21,151.7059,91.86,2323.5004,1 
8909,0.00107603224899966,12.05,276.9475,92.53,2360.3091,10.21,151.7059,91.86,2323.5004,1 
8910,0.00268008100863736,12.05,276.9475,92.53,2360.3091,10.2,151.88,91.87,2323.2131,3 
8911,0.000158663884723417,12.05,276.9475,92.53,2360.3091,10.19,151.9139,91.88,2323.5256,3 
8912,0.0100475838845864,12.05,276.9475,92.53,2360.3091,10.2,151.82,91.87,2324.3531,4 
8913,3.85013994327937E-05,12.05,276.9475,92.53,2360.3091,10.21,151.9659,91.86,2323.9204,4 
8914,3.43336006035076E-05,12.05,276.9475,92.53,2360.3091,10.2,152.06,91.87,2324.1531,3 
8915,0.000766279079457153,12.04,276.9384,92.54,2359.3084,10.2,152.06,91.87,2324.1531,1 
8916,0.00111512983284811,12.03,276.9891,92.55,2358.8675,10.2,152.06,91.87,2324.1531,1 
8917,0.00149917426337059,12.03,276.9891,92.55,2358.8675,10.19,152.0339,91.88,2323.9256,3 
8918,0.000194067402021649,12.03,276.9891,92.55,2358.8675,10.18,152.0276,91.89,2324.7979,3 
8919,0.00105200505050478,12.03,276.9891,92.55,2358.8675,10.17,152.1411,91.9,2325.05,3 
8920,0.000226659569976715,12.02,276.8596,92.56,2359.0464,10.17,152.1411,91.9,2325.05,1 
8921,0.000657424796051926,12.02,276.8596,92.56,2359.0464,10.16,151.9944,91.91,2325.4819,3 
8922,0.000824131050673367,12.01,276.3299,92.57,2358.5051,10.16,151.9944,91.91,2325.4819,1 
8923,0.00022563680708849,12,276.2,92.58,2358.7236,10.16,151.9944,91.91,2325.4819,1 
8924,0.00256058472041924,12,276.2,92.58,2358.7236,10.15,152.1675,91.92,2325.3736,3 
8925,0.00105424544387444,12,276.2,92.58,2358.7236,10.14,152.3204,91.93,2326.4651,3 
8926,0.000371148786118897,11.99,276.3099,92.59,2359.7019,10.14,152.3204,91.93,2326.4651,1 
8927,4.83718088221165E-05,11.99,276.3099,92.59,2359.7019,10.13,152.2931,91.94,2326.3564,3 
8928,0.000360974097483297,11.99,276.3099,92.59,2359.7019,10.12,152.2256,91.95,2326.6275,3 
8929,0.000920585076948783,12,276.14,92.58,2358.8036,10.12,152.2256,91.95,2326.6275,2 
8930,0.00181413650044436,12,276.14,92.58,2358.8036,10.11,151.7779,91.96,2325.0184,3 
8931,0.000172576124679199,11.99,276.2499,92.59,2359.8419,10.11,151.7779,91.96,2325.0184,1 
8932,0.00022278119261687,11.98,276.3596,92.6,2360.72,10.11,151.7779,91.96,2325.0184,1 
8933,1.36991557095536E-05,11.97,276.0691,92.61,2360.3379,10.11,151.7779,91.96,2325.0184,1 
8934,1.4408199348151E-05,11.97,276.0691,92.61,2360.3379,10.1,151.85,91.97,2324.8091,3 
8935,2.93543521486531E-05,11.96,276.1784,92.62,2360.9956,10.1,151.85,91.97,2324.8091,1 
8936,7.27781906866012E-05,11.96,276.1784,92.62,2360.9956,10.09,151.8419,91.98,2324.7196,3 
8937,0.00198017318182309,11.95,276.2875,92.63,2360.3731,10.09,151.8419,91.98,2324.7196,1 
8938,0.000114929204869277,11.94,276.0164,92.64,2360.0104,10.09,151.8419,91.98,2324.7196,1 
8939,9.5755521666201E-06,11.93,276.1651,92.65,2361.1075,10.09,151.8419,91.98,2324.7196,1 
8940,0.00102306878919119,11.94,276.1764,92.64,2360.5904,10.09,151.8419,91.98,2324.7196,2 
8941,0.00281060273022062,11.93,275.2651,92.65,2358.8075,10.09,151.8419,91.98,2324.7196,1 
8942,0.00012487531386542,11.93,275.2651,92.65,2358.8075,10.1,151.77,91.97,2324.9291,4 
8943,0.000291718824743214,11.93,275.2651,92.65,2358.8075,10.11,151.6179,91.96,2323.4384,4 
8944,0.000321944882470002,11.92,275.0536,92.66,2358.9444,10.11,151.6179,91.96,2323.4384,1 
8945,0.000231658440022091,11.92,275.0536,92.66,2358.9444,10.1,151.77,91.97,2325.0291,3 
8946,4.77548352196588E-05,11.92,275.0536,92.66,2358.9444,10.09,151.7619,91.98,2325.3196,3 
8947,6.48563422795302E-05,11.91,274.8819,92.67,2357.7211,10.09,151.7619,91.98,2325.3196,1 
8948,4.54426085858123E-05,11.91,274.8819,92.67,2357.7211,10.08,150.4336,91.99,2323.8699,3 
8949,0.000554705863191284,11.91,274.8819,92.67,2357.7211,10.07,150.5051,92,2323.38,3 
8950,0.000472697588838783,11.9,274.95,92.68,2358.9376,10.07,150.5051,92,2323.38,1 
8951,0.000269539552817315,11.89,274.1979,92.69,2357.2739,10.07,150.5051,92,2323.38,1 
8952,0.000242686680213652,11.88,274.3256,92.7,2357.95,10.07,150.5051,92,2323.38,1 
8953,0.00156815157142765,11.88,274.3256,92.7,2357.95,10.06,150.5164,92.01,2323.3099,3 
8954,0.00095981422599778,11.87,274.4131,92.71,2358.7059,10.06,150.5164,92.01,2323.3099,1 
8955,0.000316533123076937,11.87,274.4131,92.71,2358.7059,10.05,150.3475,92.02,2322.9396,3 
8956,0.000512626851527127,11.87,274.4131,92.71,2358.7059,10.04,150.4984,92.03,2324.4691,3 
8957,0.000669260958177371,11.87,274.4131,92.71,2358.7059,10.03,149.1891,92.04,2323.0384,3 
8958,0.000581539316715511,11.87,274.4131,92.71,2358.7059,10.02,149.1996,92.05,2323.9275,3 
8959,0.000182747612540513,11.87,274.4131,92.71,2358.7059,10.01,149.2899,92.06,2325.3364,3 
8960,4.89351841830342E-07,11.86,274.2604,92.72,2357.5016,10.01,149.2899,92.06,2325.3364,1 
8961,0.000390906160093736,11.86,274.2604,92.72,2357.5016,10,149.2,92.07,2325.1851,3 
8962,7.4799462390974E-05,11.86,274.2604,92.72,2357.5016,9.99,148.6899,92.08,2323.9336,3 
8963,0.000517083208935516,11.85,274.2475,92.73,2357.2571,9.99,148.6899,92.08,2323.9336,1 
8964,0.000669806859690753,11.84,274.4544,92.74,2358.7724,9.99,148.6899,92.08,2323.9336,1 
8965,0.000203113586480806,11.83,274.2011,92.75,2358.4275,9.99,148.6899,92.08,2323.9336,1 
8966,0.00105797904415387,11.83,274.2011,92.75,2358.4275,9.98,148.7996,92.09,2325.1419,3 
8967,0.00197358882899358,11.83,274.2011,92.75,2358.4275,9.97,148.8491,92.1,2325.53,3 
8968,4.27927274820145E-05,11.82,274.3676,92.76,2359.5424,9.97,148.8491,92.1,2325.53,1 
8969,9.01225319201407E-06,11.82,274.3676,92.76,2359.5424,9.96,148.8584,92.11,2324.8979,3 
8970,0.000174257443376963,11.81,274.2539,92.77,2359.7371,9.96,148.8584,92.11,2324.8979,1 
8971,0.00119438899450209,11.81,274.2539,92.77,2359.7371,9.95,148.8075,92.12,2324.0056,3 
8972,0.000360322814465461,11.8,274.14,92.78,2359.9716,9.95,148.8075,92.12,2324.0056,1 
8973,0.000257327639940527,11.79,274.1059,92.79,2359.8459,9.95,148.8075,92.12,2324.0056,1 
8974,6.8900656863832E-05,11.79,274.1059,92.79,2359.8459,9.96,148.7784,92.11,2324.7179,4 
8975,0.000305336347341682,11.78,273.9716,92.8,2359.46,9.96,148.7784,92.11,2324.7179,1 
8976,0.000732325034945108,11.78,273.9716,92.8,2359.46,9.95,148.7875,92.12,2325.3256,3 
8977,0.00108594624353238,11.77,274.1571,92.81,2360.5939,9.95,148.7875,92.12,2325.3256,1 
8978,0.000564153099505758,11.76,274.1624,92.82,2361.3276,9.95,148.7875,92.12,2325.3256,1 
8979,0.000224932717650577,11.75,273.1275,92.83,2360.1211,9.95,148.7875,92.12,2325.3256,1 
8980,0.000580076014851714,11.75,273.1275,92.83,2360.1211,9.96,148.7584,92.11,2324.2579,4 
8981,0.000234555305244852,11.75,273.1275,92.83,2360.1211,9.95,148.7875,92.12,2323.5456,3 
8982,1.68276065856894E-05,11.74,272.9324,92.84,2359.8744,9.95,148.7875,92.12,2323.5456,1 
8983,5.08291897256929E-05,11.74,272.9324,92.84,2359.8744,9.94,148.9564,92.13,2325.1531,3 
8984,2.41575000604696E-05,11.73,272.7571,92.85,2359.6475,9.94,148.9564,92.13,2325.1531,1 
8985,0.000771316169336701,11.73,272.7571,92.85,2359.6475,9.93,149.1051,92.14,2326.8804,3 
8986,0.000755374864441751,11.72,272.6016,92.86,2359.4404,9.93,149.1051,92.14,2326.8804,1 
8987,0.000319819715268235,11.72,272.6016,92.86,2359.4404,9.92,149.2136,92.15,2328.3075,3 
8988,0.000304113840606004,11.72,272.6016,92.86,2359.4404,9.91,149.3419,92.16,2328.3744,3 
8989,0.000467184990463246,11.72,272.6016,92.86,2359.4404,9.9,149.49,92.17,2328.5211,3 
8990,0.00145304793573555,11.73,272.8971,92.85,2360.9475,9.9,149.49,92.17,2328.5211,2 
8991,0.000933885299950275,11.74,272.6724,92.84,2361.8344,9.9,149.49,92.17,2328.5211,2 
8992,0.000123459644385415,11.74,272.6724,92.84,2361.8344,9.89,149.4979,92.18,2328.8276,3 
8993,0.0037985360319182,11.74,272.6724,92.84,2361.8344,9.88,149.6656,92.19,2328.4939,3 
8994,7.48564224337363E-06,11.74,272.6724,92.84,2361.8344,9.87,149.6131,92.2,2328.78,3 
8995,0.000117877986328438,11.73,272.5771,92.85,2362.0475,9.87,149.6131,92.2,2328.78,1 
8996,0.000567868525888583,11.72,272.3416,92.86,2361.7204,9.87,149.6131,92.2,2328.78,1 
8997,0.00050643245202553,11.72,272.3416,92.86,2361.7204,9.86,149.5804,92.21,2329.0859,3 
8998,0.00141099596973089,11.72,272.3416,92.86,2361.7204,9.85,149.7675,92.22,2329.9116,3 
8999,0.000181620262423158,11.71,272.2059,92.87,2360.8731,9.85,149.7675,92.22,2329.9116,1 
9000,0.000211218546293753,11.7,272.01,92.88,2361.0256,9.85,149.7675,92.22,2329.9116,1 
9001,0.000113543768167625,11.69,271.9339,92.89,2360.3379,9.85,149.7675,92.22,2329.9116,1 
9002,9.17413039961613E-05,11.69,271.9339,92.89,2360.3379,9.86,149.6804,92.21,2329.7259,4 
9003,5.62983748291227E-05,11.69,271.9339,92.89,2360.3379,9.85,149.7275,92.22,2328.9516,3 
9004,5.60889415460825E-05,11.68,272.1376,92.9,2361.71,9.85,149.7275,92.22,2328.9516,1 
9005,0.00046660819944038,11.68,272.1376,92.9,2361.71,9.84,149.5744,92.23,2328.5971,3 
9006,0.000510784011968235,11.68,272.1376,92.9,2361.71,9.83,149.6011,92.24,2327.9824,3 
9007,6.96041992612916E-06,11.68,272.1376,92.9,2361.71,9.82,149.6676,92.25,2327.2275,3 
9008,0.00232660233122954,11.68,272.1376,92.9,2361.71,9.81,149.7539,92.26,2326.4924,3 
9009,0.000113994235734356,11.67,271.1211,92.91,2360.5219,9.81,149.7539,92.26,2326.4924,1 
9010,0.0041311700480847,11.67,271.1211,92.91,2360.5219,9.8,149.12,92.27,2324.7971,3 
9011,0.000582683600872453,11.66,271.2044,92.92,2361.1936,9.8,149.12,92.27,2324.7971,1 
9012,0.000829792522263742,11.65,271.1275,92.93,2361.4251,9.8,149.12,92.27,2324.7971,1 
9013,0.000177214399575436,11.65,271.1275,92.93,2361.4251,9.79,149.1459,92.28,2325.1216,3 
9014,0.00100781717316478,11.65,271.1275,92.93,2361.4251,9.78,149.2316,92.29,2325.3059,3 
9015,0.000770970735187216,11.64,271.2504,92.94,2362.4764,9.78,149.2316,92.29,2325.3059,1 
9016,0.000483203368972153,11.63,271.1931,92.95,2361.8075,9.78,149.2316,92.29,2325.3059,1 
9017,6.17073866149269E-05,11.62,271.0756,92.96,2361.4384,9.78,149.2316,92.29,2325.3059,1 
9018,0.00130474452858224,11.62,271.0756,92.96,2361.4384,9.77,149.2171,92.3,2323.83,3 
9019,0.000670896973584631,11.62,271.0756,92.96,2361.4384,9.76,149.1424,92.31,2323.6939,3 
9020,0.00036486733825321,11.61,270.9779,92.97,2361.6891,9.76,149.1424,92.31,2323.6939,1 
9021,0.000286439072226121,11.61,270.9779,92.97,2361.6891,9.75,149.3275,92.32,2324.9176,3 
9022,0.000981639890199646,11.61,270.9779,92.97,2361.6891,9.76,149.1624,92.31,2323.4339,4 
9023,0.000695175338537555,11.61,270.9779,92.97,2361.6891,9.75,149.2675,92.32,2324.7176,3 
9024,0.000163836472797338,11.6,270.88,92.98,2361.3396,9.75,149.2675,92.32,2324.7176,1 
9025,0.00156871353450651,11.59,270.9619,92.99,2362.5699,9.75,149.2675,92.32,2324.7176,1 
9026,0.00039439974133624,11.58,270.7836,93,2362.32,9.75,149.2675,92.32,2324.7176,1 
9027,0.000478648267160251,11.58,270.7836,93,2362.32,9.74,149.1524,92.33,2324.9611,3 
9028,0.00015340083917014,11.57,269.7851,93.01,2361.1499,9.74,149.1524,92.33,2324.9611,1 
9029,0.00136103494415369,11.56,269.8864,93.02,2361.8796,9.74,149.1524,92.33,2324.9611,1 
9030,0.00435775926550996,11.56,269.8864,93.02,2361.8796,9.75,149.0275,92.32,2325.4576,4 
9031,1.9793023983293E-05,11.55,269.7075,93.03,2362.0491,9.75,149.0275,92.32,2325.4576,1 
9032,3.90782150962484E-05,11.55,269.7075,93.03,2362.0491,9.74,148.8924,92.33,2325.9011,3 
9033,0.000296062378221608,11.55,269.7075,93.03,2362.0491,9.75,148.8075,92.32,2325.2976,4 
9034,9.36241714925435E-06,11.54,269.8684,93.04,2362.4784,9.75,148.8075,92.32,2325.2976,1 
9035,0.000536017752778822,11.54,269.8684,93.04,2362.4784,9.74,148.7124,92.33,2324.9011,3 
9036,0.000379490512375104,11.54,269.8684,93.04,2362.4784,9.75,148.5875,92.32,2324.8376,4 
9037,0.00642748211477699,11.54,269.8684,93.04,2362.4784,9.74,148.7524,92.33,2326.3811,3 
9038,7.00692540241021E-06,11.53,268.5091,93.05,2360.7475,9.74,148.7524,92.33,2326.3811,1 
9039,0.000294719621611868,11.53,268.5091,93.05,2360.7475,9.73,148.8771,92.34,2327.8244,3 
9040,0.000161675287056855,11.53,268.5091,93.05,2360.7475,9.74,148.8124,92.33,2328.3211,4 
9041,0.000923393184905538,11.53,268.5091,93.05,2360.7475,9.73,148.6971,92.34,2328.7844,3 
9042,0.00047215998271866,11.53,268.5091,93.05,2360.7475,9.72,148.7416,92.35,2329.1275,3 
9043,0.00161988612051036,11.52,268.5096,93.06,2360.5164,9.72,148.7416,92.35,2329.1275,1 
9044,0.000787803235978124,11.51,268.5099,93.07,2359.5251,9.72,148.7416,92.35,2329.1275,1 
9045,3.65841791570086E-05,11.5,268.43,93.08,2359.1936,9.72,148.7416,92.35,2329.1275,1 
9046,0.00038016069616242,11.5,268.43,93.08,2359.1936,9.71,148.7659,92.36,2330.0304,3 
9047,0.00109134204439901,11.49,268.3899,93.09,2359.3819,9.71,148.7659,92.36,2330.0304,1 
9048,0.000165404414269101,11.48,267.4096,93.1,2358.23,9.71,148.7659,92.36,2330.0304,1 
9049,0.000488359801150908,11.48,267.4096,93.1,2358.23,9.72,148.6416,92.35,2329.0075,4 
9050,0.00069610274494663,11.47,267.5691,93.11,2360.2579,9.72,148.6416,92.35,2329.0075,1 
9051,0.000460734251388175,11.46,267.5084,93.12,2359.9456,9.72,148.6416,92.35,2329.0075,1 
9052,3.69360567089897E-05,11.45,267.6875,93.13,2359.6731,9.72,148.6416,92.35,2329.0075,1 
9053,0.00102474837584839,11.44,267.1664,93.14,2359.1404,9.72,148.6416,92.35,2329.0075,1 
9054,0.00121905735532123,11.43,267.0451,93.15,2357.8875,9.72,148.6416,92.35,2329.0075,1 
9055,6.04340597087869E-05,11.42,267.0636,93.16,2358.6344,9.72,148.6416,92.35,2329.0075,1 
9056,0.000323073757209818,11.42,267.0636,93.16,2358.6344,9.71,147.3459,92.36,2327.5904,3 
9057,0.000706849527331654,11.42,267.0636,93.16,2358.6344,9.7,147.17,92.37,2326.4531,3 
9058,0.00103608005498315,11.41,267.1819,93.17,2359.6211,9.7,147.17,92.37,2326.4531,1 
9059,0.000137985607376179,11.41,267.1819,93.17,2359.6211,9.69,147.2339,92.38,2325.9556,3 
9060,3.84146535594785E-05,11.4,267.4,93.18,2361.1476,9.69,147.2339,92.38,2325.9556,1 
9061,1.55087119819619E-06,11.39,267.5179,93.19,2362.0339,9.69,147.2339,92.38,2325.9556,1 
9062,0.000439693573900778,11.39,267.5179,93.19,2362.0339,9.68,147.2576,92.39,2327.0179,3 
9063,4.45407093812129E-05,11.38,267.6156,93.2,2362.86,9.68,147.2576,92.39,2327.0179,1 
9064,0.00108227667172367,11.39,267.4579,93.19,2361.7139,9.68,147.2576,92.39,2327.0179,2 
9065,0.00137081063612607,11.39,267.4579,93.19,2361.7139,9.67,147.2611,92.4,2327.34,3 
9066,0.000309300833193543,11.39,267.4579,93.19,2361.7139,9.66,146.7644,92.41,2326.1019,3 
9067,0.000571129827389419,11.39,267.4579,93.19,2361.7139,9.65,146.9275,92.42,2327.5636,3 
9068,0.000494538438366221,11.4,267.26,93.18,2360.6676,9.65,146.9275,92.42,2327.5636,2 
9069,0.00560063369801911,11.4,267.26,93.18,2360.6676,9.64,146.9704,92.43,2326.7651,3 
9070,0.000386441676314323,11.4,267.26,93.18,2360.6676,9.63,146.9531,92.44,2327.0864,3 
9071,0.000647252686802669,11.39,267.3779,93.19,2361.5139,9.63,146.9531,92.44,2327.0864,1 
9072,5.85015475217929E-05,11.39,267.3779,93.19,2361.5139,9.62,146.8156,92.45,2326.7475,3 
9073,4.96206606105791E-05,11.39,267.3779,93.19,2361.5139,9.63,146.7131,92.44,2324.9664,4 
9074,0.000284033462305012,11.38,267.2156,93.2,2361.7,9.63,146.7131,92.44,2324.9664,1 
9075,0.000572637935823979,11.37,267.1331,93.21,2361.9659,9.63,146.7131,92.44,2324.9664,1 
9076,0.00128820933174538,11.36,267.2904,93.22,2362.8516,9.63,146.7131,92.44,2324.9664,1 
9077,0.000718088666370339,11.36,267.2904,93.22,2362.8516,9.62,145.8556,92.45,2323.5875,3 
9078,1.04266561255389E-05,11.35,267.0675,93.23,2362.5371,9.62,145.8556,92.45,2323.5875,1 
9079,0.000223241409171745,11.35,267.0675,93.23,2362.5371,9.61,145.8779,92.46,2324.2084,3 
9080,0.000145858240185412,11.35,267.0675,93.23,2362.5371,9.6,145.98,92.47,2324.7491,3 
9081,0.00084001366903728,11.34,267.2044,93.24,2363.4224,9.6,145.98,92.47,2324.7491,1 
9082,6.95232804310105E-05,11.33,266.2411,93.25,2362.2875,9.6,145.98,92.47,2324.7491,1 
9083,5.27706222309842E-05,11.32,264.8976,93.26,2360.5724,9.6,145.98,92.47,2324.7491,1 
9084,2.0485836031277E-05,11.31,265.0139,93.27,2361.6371,9.6,145.98,92.47,2324.7491,1 
9085,6.75644841902714E-05,11.31,265.0139,93.27,2361.6371,9.59,146.0219,92.48,2324.1496,3 
9086,7.86858459146458E-06,11.3,264.85,93.28,2361.4016,9.59,146.0219,92.48,2324.1496,1 
9087,0.000349176712789665,11.3,264.85,93.28,2361.4016,9.58,146.2036,92.49,2325.6099,3 
9088,0.00100379396437517,11.3,264.85,93.28,2361.4016,9.57,146.3051,92.5,2326.69,3 
9089,0.000933278964713391,11.3,264.85,93.28,2361.4016,9.56,146.1864,92.51,2326.3699,3 
9090,0.000114158558979403,11.29,264.8059,93.29,2360.7459,9.56,146.1864,92.51,2326.3699,1 
9091,0.000588186403810424,11.29,264.8059,93.29,2360.7459,9.55,145.9475,92.52,2326.2096,3 
9092,0.000261851460487052,11.29,264.8059,93.29,2360.7459,9.54,146.0284,92.53,2325.7291,3 
9093,0.000877998750118205,11.28,264.4816,93.3,2360.11,9.54,146.0284,92.53,2325.7291,1 
9094,0.00052554147807645,11.28,264.4816,93.3,2360.11,9.53,146.1491,92.54,2325.7884,3 
9095,4.92461477941528E-05,11.28,264.4816,93.3,2360.11,9.54,146.0684,92.53,2324.0291,4 
9096,0.000786188024452704,11.28,264.4816,93.3,2360.11,9.53,145.8691,92.54,2322.3284,3 
9097,0.000449997188722925,11.28,264.4816,93.3,2360.11,9.52,145.6696,92.55,2321.6675,3 
9098,0.000320620531271712,11.27,264.3771,93.31,2359.4739,9.52,145.6696,92.55,2321.6675,1 
9099,0.00067382744790593,11.26,264.3524,93.32,2359.3576,9.52,145.6696,92.55,2321.6675,1 
9100,0.000487026680408376,11.26,264.3524,93.32,2359.3576,9.51,145.7499,92.56,2322.3264,3 
9101,0.000178577988202653,11.26,264.3524,93.32,2359.3576,9.5,145.65,92.57,2322.5851,3 
9102,0.00071801631297006,11.27,264.2771,93.31,2358.6939,9.5,145.65,92.57,2322.5851,2 
9103,0.000151445206448831,11.26,263.3324,93.32,2357.5776,9.5,145.65,92.57,2322.5851,1 
9104,0.00175720190024088,11.25,263.4675,93.33,2358.3411,9.5,145.65,92.57,2322.5851,1 
9105,0.000191014595806603,11.25,263.4675,93.33,2358.3411,9.49,145.0299,92.58,2321.0236,3 
9106,0.000398396614375034,11.24,263.4424,93.34,2358.8444,9.49,145.0299,92.58,2321.0236,1 
9107,0.000894946458496268,11.23,263.2971,93.35,2358.6475,9.49,145.0299,92.58,2321.0236,1 
9108,0.000266037647449242,11.22,263.3716,93.36,2359.3304,9.49,145.0299,92.58,2321.0236,1 
9109,0.00119077507720448,11.21,263.1659,93.37,2359.0331,9.49,145.0299,92.58,2321.0236,1 
9110,0.000359417984598236,11.2,263.14,93.38,2358.3956,9.49,145.0299,92.58,2321.0236,1 
9111,0.000453768025924971,11.2,263.14,93.38,2358.3956,9.48,145.0696,92.59,2321.9419,3 
9112,0.000340266217281314,11.2,263.14,93.38,2358.3956,9.47,143.7891,92.6,2320.54,3 
9113,0.000424217354702708,11.2,263.14,93.38,2358.3956,9.46,143.8484,92.61,2320.8979,3 
9114,0.000573838061682249,11.19,263.1339,93.39,2358.6779,9.46,143.8484,92.61,2320.8979,1 
9115,0.000152366833159924,11.19,263.1339,93.39,2358.6779,9.45,143.3675,92.62,2319.6756,3 
9116,0.00103409946579901,11.19,263.1339,93.39,2358.6779,9.44,143.2864,92.63,2319.2931,3 
9117,0.000791377889280071,11.19,263.1339,93.39,2358.6779,9.43,143.3251,92.64,2319.9304,3 
9118,2.35693815711395E-06,11.18,262.9876,93.4,2358.88,9.43,143.3251,92.64,2319.9304,1 
9119,0.000197496132609708,11.18,262.9876,93.4,2358.88,9.42,143.4036,92.65,2320.5275,3 
9120,0.00100709830770452,11.18,262.9876,93.4,2358.88,9.41,143.3419,92.66,2320.4044,3 
9121,0.000143157832522012,11.17,262.0611,93.41,2357.7819,9.41,143.3419,92.66,2320.4044,1 
9122,0.00023583306648216,11.16,262.0144,93.42,2357.4836,9.41,143.3419,92.66,2320.4044,1 
9123,0.000411546105707906,11.16,262.0144,93.42,2357.4836,9.4,143.46,92.67,2321.6211,3 
9124,0.00105687111920108,11.16,262.0144,93.42,2357.4836,9.39,143.3779,92.68,2321.8976,3 
9125,0.00126063956924863,11.16,262.0144,93.42,2357.4836,9.4,143.28,92.67,2320.9011,4 
9126,0.000271331599954419,11.16,262.0144,93.42,2357.4836,9.39,143.3979,92.68,2322.1976,3 
9127,0.000211341030005446,11.15,262.1275,93.43,2356.3251,9.39,143.3979,92.68,2322.1976,1 
9128,0.000940525473942365,11.14,262.2204,93.44,2357.0864,9.39,143.3979,92.68,2322.1976,1 
9129,0.000526000459636808,11.14,262.2204,93.44,2357.0864,9.38,143.4956,92.69,2321.7339,3 
9130,0.000490958159779823,11.13,262.3531,93.45,2358.1475,9.38,143.4956,92.69,2321.7339,1 
9131,0.000139007782560887,11.13,262.3531,93.45,2358.1475,9.37,143.5331,92.7,2322.81,3 
9132,0.000675461879381243,11.13,262.3531,93.45,2358.1475,9.36,143.6704,92.71,2324.2859,3 
9133,0.000161590501193308,11.13,262.3531,93.45,2358.1475,9.35,143.7475,92.72,2324.9816,3 
9134,0.00109271664829315,11.12,262.5456,93.46,2359.2884,9.35,143.7475,92.72,2324.9816,1 
9135,1.03861005104337E-05,11.11,262.5779,93.47,2360.0491,9.35,143.7475,92.72,2324.9816,1 
9136,0.000140355515021236,11.11,262.5779,93.47,2360.0491,9.36,143.5704,92.71,2323.5259,4 
9137,0.00065685843928043,11.1,262.63,93.48,2360.8296,9.36,143.5704,92.71,2323.5259,1 
9138,0.000222966608327766,11.1,262.63,93.48,2360.8296,9.35,143.7475,92.72,2324.0416,3 
9139,0.00100659309891857,11.09,262.5419,93.49,2360.2099,9.35,143.7475,92.72,2324.0416,1 
9140,0.000595936615349415,11.08,262.6336,93.5,2360.91,9.35,143.7475,92.72,2324.0416,1 
9141,8.50743282748712E-05,11.08,262.6336,93.5,2360.91,9.34,143.8244,92.73,2325.2371,3 
9142,0.000438792224727957,11.08,262.6336,93.5,2360.91,9.33,143.9011,92.74,2326.9924,3 
9143,0.00501773891450399,11.08,262.6336,93.5,2360.91,9.32,143.5776,92.75,2325.3875,3 
9144,0.000414263969300261,11.09,262.5219,93.49,2359.5099,9.32,143.5776,92.75,2325.3875,2 
9145,0.00025918584065972,11.09,262.5219,93.49,2359.5099,9.31,143.6739,92.76,2326.0024,3 
9146,0.000177198449355588,11.09,262.5219,93.49,2359.5099,9.3,143.73,92.77,2327.0971,3 
9147,0.00276046349627742,11.1,262.31,93.48,2357.9896,9.3,143.73,92.77,2327.0971,2 
9148,2.31856034396111E-05,11.1,262.31,93.48,2357.9896,9.29,143.8259,92.78,2328.3116,3 
9149,2.8975217371033E-05,11.1,262.31,93.48,2357.9896,9.28,143.8016,92.79,2328.0859,3 
9150,0.000946480185161631,11.1,262.31,93.48,2357.9896,9.27,143.9771,92.8,2329.54,3 
9151,0.000785547947046194,11.09,262.3019,93.49,2357.3699,9.27,143.9771,92.8,2329.54,1 
9152,0.000353113405954137,11.09,262.3019,93.49,2357.3699,9.26,144.0124,92.81,2330.3339,3 
9153,0.00156798752270884,11.09,262.3019,93.49,2357.3699,9.25,144.0075,92.82,2330.2476,3 
9154,0.000985219163489117,11.09,262.3019,93.49,2357.3699,9.24,142.7424,92.83,2328.8611,3 
